event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
MEX95429,"11 November 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Mexico)","CROC: Revolutionary Confederation of Workers and Peasants; Farmers (Mexico); Labor Group (Mexico)",Rioters,"Police Forces of Mexico (2018-)","Police Forces of Mexico (2018-) Ministerial Federal Police; Police Forces of Mexico (2018-) National Guard","State forces","State forces-Rioters",,484,"North America",Mexico,Colima,Colima,,Colima,19.2429,-103.7281,1,"Colima Noticias",Subnational,"On 11 November 2024, in Colima, Colima, members of the Revolutionary Confederation of Workers and Peasants (CROC) demonstrated in front of the Labor Court of Justice to demand the dismissal of a woman judge on suspected charges of corruption. The participants broke the glass door of Miguel de la Madrid Auditorium of the State Supreme Court of Justice, which led to the intervention of police, ministerial federal, and National Guard officers to prevent additional damages (methods unknown).",0,"crowd size=no report",1731979390,11635,56132,124409,56132
MEX95453,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,1,"El Sol de Acapulco; La Jornada",Subnational-National,"On 11 November 2024, in Acapulco de Juarez, Guerrero, around 400 vendors of craftwork from La Diana, Dalia, and Pueblito markets, and touristic workers from Barra Vieja, San Andres, and Lomas de Chapultepec affected by hurricane John held a press conference at Quebec square and then blocked Costera Miguel Aleman avenue to demand to be registered in a census and granted financial assistance.",0,"crowd size=around 400",1731979390,6003,24485,53920,6003
MEX95467,"11 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Chilpancingo de los Bravo",,"Chilpancingo de los Bravo",17.5516,-99.5011,1,"El Sol de Acapulco",Subnational,"Around 11 November 2024 (as reported), in Chilpancingo de los Bravo, Guerrero, residents of Tierra Blanca (municipality of Acatepec) protested at the offices of the Sub-Secretariat of Indigenous Education and later blocked Encauzamiento del Rio Huacapa by Vicente Guerrero boulevard to demand more teachers in the area.",0,"crowd size=no report",1731979390,12433,42798,23006,12433
MEX95468,"11 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Women (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Chilpancingo de los Bravo",,"Chilpancingo de los Bravo",17.5516,-99.5011,1,"El Sol de Acapulco",Subnational,"Around 11 November 2024 (as reported), in Chilpancingo de los Bravo, Guerrero, the widows and relatives of two police officers that died on duty protested in front of the Government Palace to demand the payment of their life insurances.",0,"crowd size=no report",1731979390,12433,42798,23006,12433
MEX95469,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Journalists (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Chilpancingo de los Bravo",,"Chilpancingo de los Bravo",17.5516,-99.5011,1,"El Proceso; La Jornada",National,"On 11 November 2024, in Chilpancingo de los Bravo, Guerrero, journalists and members of the National Press Writers' Union (SNRP) protested in front the State Government headquarters to demand justice for the threats that armed men made against a journalists in Chilapa de Alvarez on 9 November 2024 (coded separately).",0,"crowd size=no report",1731979390,12433,42798,23006,12433
MEX95476,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,Juchitan,,"Agua Zarca",16.6225,-98.7013,1,"El Sol de Acapulco",Subnational,"On 11 November 2024, in Agua Zarca, Guerrero, residents affected by hurricane John blocked km. 150 of Acapulco-Ponotepa Nacional road to demand to be registered in a census and granted financial assistance.",0,"crowd size=no report",1731979390,1094,1094,1434,1094
MEX95479,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Hidalgo,Ixmiquilpan,,"Pueblo Nuevo",20.4597,-99.1605,1,"La Silla Rota",National,"On 11 November 2024, in Pueblo Nuevo, Hidalgo, parents of students of Francisco Sarabia primary school protested to demand the dismissal of a teacher for bullying students.",0,"crowd size=no report",1731979390,158,463,1133,158
MEX95482,"11 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Hidalgo,"Tulancingo de Bravo",,Tulancingo,20.0806,-98.3681,1,"La Silla Rota",National,"Around 11 November 2024 (as reported), in Tulancingo, Hidalgo, members of the National Assembly of Electrical Energy Users (ANUEE) and the Mexican Electricians Union (SME) protested around two substations of the Federal Commission of Electricity (CFE) against the frequent power outages in Colonias Tulancingo, Cuautepec, Santiago Tulantepec, Acaxochitlan, and Acatlan.",0,"crowd size=no report",1731979390,15439,64608,92172,15439
MEX95509,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Mexico,Nezahualcoyotl,,"Ciudad Nezahualcoyotl",19.4088,-99.0182,1,"La Jornada",National,"On 11 November 2024, in Ciudad Nezahualcoyotl, Mexico, residents of Colonias Virgencitas, El Palmar, and Benito Juarez blocked Bordo de Xochiaca avenue in front Ciudad Jardin shopping mall and in the junction with Sor Juana Ines de la Cruz avenue to demand the restoration of the water supply.",0,"crowd size=no report",1731979390,35419,160024,732563,35419
MEX95560,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Oaxaca,"Oaxaca de Juarez",,"Oaxaca de Juarez",17.06,-96.7255,1,"Quadratin Oaxaca",Subnational,"On 11 November 2024, in Oaxaca de Juarez, Oaxaca, residents of Colonia Lopez Portillo and Carrillo Puerto blocked Ferrocarril avenue to demand the restoration of a pipe.",0,"crowd size=no report",1731979390,10447,21356,23099,10447
MEX95642,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.959,1,"Entorno Informativo",Subnational,"On 11 November 2024, in Hermosillo, Sonora, parents protested to demand a solution to the lack of electricity at the Jose Maria Leyva elementary school due to robberies at the thermal power plants. Two parents were injured after they were ran over by a motorist in a accident. The driver was arrested by the authorities.",0,"crowd size=no report",1731979391,11379,44989,55735,11379
MEX95664,"11 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Tamaulipas,Tampico,,Tampico,22.2161,-97.8584,1,"Hoy Tamaulipas",Subnational,"Around 11 November 2024 (as reported), in Tampico, Tamaulipas, relatives of fishers who disappeared aboard Roque Rojas 1 fishing boat off the coast of Matamoros protested in front of the captaincy of the port to demand that the authorities locate them. The protesters then moved to Access 4 of the port, where they threatened to take over the premises.",0,"crowd size=no report",1731979391,5857,28448,44906,5857
MEX95676,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Nogales,,Nogales,18.8219,-97.1628,1,"Imagen del Golfo",Subnational,"On 11 November 2024, in Nogales, Veracruz de Ignacio de la Llave, parents of students protested in front of General Francisco Javier Clavijero Secondary School to demand the dismissal of a teacher. The teacher has suspectedly sexually harassed female students.",0,"crowd size=no report",1731979391,13105,19471,14927,13105
MEX95682,"11 November 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Mexico)","Labor Group (Mexico)",Protesters,"Rioters (Mexico)","Labor Group (Mexico)",Rioters,Rioters-Protesters,,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Veracruz,,Veracruz,19.1799,-96.1356,2,"La Jornada; La Silla Rota",National,"On 11 November 2024, on Veracruz-Xalapa federal road (coded to Veracruz), Veracruz de Ignacio de la Llave, residents of Paso San Juan and Vargas blocked traffic around Paso San Juan-Vargas to demand better public transport services and lower rates. A truck driver affected by the protest drove his trailer at the demonstrators to force them to leave the road, taking with him the rope they had placed to close the road.",0,"crowd size=no report",1731979391,19750,66210,297640,19750
MEX95686,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Teachers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,"Imagen del Golfo",Subnational,"On 11 November 2024, in Xalapa-Enriquez, Veracruz de Ignacio de la Llave, teachers of the Unifying Union of Workers in the Service of the State and Teachers (Sutsem) took over the facilities of the Social Security for Education Workers of the State of Veracruz (Ssteev) to protest the dismissal of a unionized teacher.",0,"crowd size=no report",1731979391,26179,81248,190585,26179
MEX95695,"11 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,"Baja California",Tijuana,,Tijuana,32.5325,-117.019,1,"AFN - Tijuana",Subnational,"On 11 November 2024, in Tijuana, Baja California, parents of students of Heroes de la Patria N. 213 secondary school, in Colonia Villa del Campo blocked the access to the premises to demand that teachers receive outstanding payments.",0,"crowd size=no report",1732580204,8664,51062,54534,8664
MEX95386,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Baja California Sur","La Paz",,"La Paz",24.1487,-110.307,1,MiMorelia,National,"On 10 November 2024, in La Paz, Baja California Sur, citizens and supporters of MORENA gathered at Los Mangos park in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979389,9395,56543,214968,9395
MEX95389,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Campeche,Campeche,,"San Francisco de Campeche",19.8448,-90.5396,1,MiMorelia,National,"On 10 November 2024, in San Francisco de Campeche, Campeche, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979389,11992,42048,234206,11992
MEX95395,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Campeche,Carmen,,"Ciudad del Carmen",18.6378,-91.8365,1,MiMorelia,National,"On 10 November 2024, in Ciudad del Carmen, Campeche, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979389,7742,31897,156708,7742
MEX95404,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Chiapas,"Tuxtla Gutierrez",,"Tuxtla Gutierrez",16.754,-93.1152,1,MiMorelia,National,"On 10 November 2024, in Tuxtla Gutierrez, Chiapas, over 4,000 citizens and supporters of MORENA gathered at the central park in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=over 4000",1731979389,25090,69674,296685,25090
MEX95424,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico",,,"Ciudad de Mexico",19.4285,-99.1277,2,MiMorelia,National,"On 10 November 2024, in Ciudad de Mexico metropolitan area, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,56666,107745,187452,56666
MEX95428,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Colima,Colima,,Colima,19.2429,-103.7281,3,MiMorelia,National,"On 10 November 2024, in Colima state (coded to Colima), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,11635,56132,124409,11635
MEX95466,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Chilpancingo de los Bravo",,"Chilpancingo de los Bravo",17.5516,-99.5011,3,MiMorelia,National,"On 10 November 2024, in Guerrero state (coded to Chilpancingo de los Bravo), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,12433,42798,23006,12433
MEX95481,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Hidalgo,"Pachuca de Soto",,"Pachuca de Soto",20.1224,-98.737,3,MiMorelia,National,"On 10 November 2024, in Hidalgo state (coded to Pachuca de Soto), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,24351,55383,145362,24351
MEX95485,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Judges (Mexico); Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Jalisco,Guadalajara,,Guadalajara,20.6764,-103.3422,1,"Mural; Reforma",National,"On 10 November 2024, in Guadalajara, Jalisco, judges and employees of the Judiciary of the state 3rd Circuit marched from the Federal Palace on Alcalde avenue to Liberacion Square to protest against the judicial reform.",0,"crowd size=no report",1731979390,14989,58990,116020,14989
MEX95486,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Jalisco,Guadalajara,,Guadalajara,20.6764,-103.3422,1,Mural,National,"On 10 November 2024, in Guadalajara, Jalisco, relatives and friends of a man that disappeared on 23 May 2024 in Fraccionamiento Valle de Tejeda, in Tlajomulco de Zuniga (uncoded), protested on Glorieta de los Desaparecidos to demand investigation to locate him.",0,"crowd size=no report",1731979390,14989,58990,116020,14989
MEX95512,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Mexico,Toluca,,"Toluca de Lerdo",19.2935,-99.6573,3,MiMorelia,National,"On 10 November 2024, in Mexico state (coded to Toluca de Lerdo), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,23065,69063,130959,23065
MEX95517,"10 November 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Mexico)","Vigilante Group (Mexico)",Rioters,"Civilians (Mexico)",,Civilians,Rioters-Civilians,"Civilian targeting",484,"North America",Mexico,"Michoacan de Ocampo",Morelia,,Morelia,19.7034,-101.192,1,"Antena San Luis; La Voz de Michoacan; MiMorelia",Subnational-National,"On 10 November 2024, in Morelia, Michoacan de Ocampo, residents of Fraccionamiento Camponubes hit a man, tied him to a pole without his shirt, and hung a sign with 'I am a rapist' written on it on him, for suspectedly trying to rape a 12-years old female kid. The man died the day after due to the injuries caused by the blows. The injured man had initially tried to flee and was attended by municipal and state police officers that arrived at the scene, who did not find evidences of any crime and left. 1 fatality.",1,"crowd size=no report",1731979390,34105,48306,74542,48306
MEX95520,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,"Michoacan de Ocampo",Uruapan,,Uruapan,19.4209,-102.0628,1,"La Voz de Michoacan",Subnational,"On 10 November 2024, in Uruapan, Michoacan de Ocampo, citizens marched from the House of Culture to the church of Cristo Rey to demand justice for the killing of a journalist that was killed in the city on 28 October 2024 (coded separately).",0,"crowd size=no report",1731979390,21867,25516,17245,21867
MEX95526,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Morelos,Cuernavaca,,Cuernavaca,18.9218,-99.2349,3,MiMorelia,National,"On 10 November 2024, in Morelos state (coded to Cuernavaca), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,13677,28625,24545,13677
MEX95559,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Oaxaca,"Oaxaca de Juarez",,"Oaxaca de Juarez",17.06,-96.7255,3,MiMorelia,National,"On 10 November 2024, in Oaxaca state (coded to Oaxaca de Juarez), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,10447,21356,23099,10447
MEX95565,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Oaxaca,"Santiago Jamiltepec",,"Santiago Jamiltepec",16.2795,-97.8197,1,"Yucatan a la Mano",National,"On 10 November 2024, in Santiago Jamiltepec, Oaxaca, victims of Hurricane 'John' held a protest and block the 200 federal highway to denounce the lack of support from the authorities.",0,"crowd size=no report",1731979390,4745,9520,52684,4745
MEX95573,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Puebla,Puebla,,"Heroica Puebla de Zaragoza",19.044,-98.1975,3,MiMorelia,National,"On 10 November 2024, in Puebla state (coded to Heroica Puebla de Zaragoza), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,16695,62826,93332,16695
MEX95586,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Quintana Roo","Benito Juarez",,Cancun,21.1614,-86.8248,1,MiMorelia,National,"On 10 November 2024, in Cancun, Quintana Roo, citizens and supporters of MORENA gathered at Region 247 in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,27434,77920,123706,27434
MEX95587,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Quintana Roo","Othon P. Blanco",,Chetumal,18.5001,-88.2948,1,MiMorelia,National,"On 10 November 2024, in Chetumal, Quintana Roo, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,9602,41677,147591,9602
MEX95588,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Quintana Roo",Solidaridad,,"Playa del Carmen",20.6281,-87.0755,1,MiMorelia,National,"On 10 November 2024, in Playa del Carmen, Quintana Roo, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,22191,59978,238568,22191
MEX95590,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,"San Luis Potosi","San Luis Potosi",,"San Luis Potosi",22.1517,-100.977,3,MiMorelia,National,"On 10 November 2024, in San Luis Potosi state, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979390,17229,67567,293409,17229
MEX95611,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Sinaloa,Culiacan,,"Culiacan Rosales",24.8088,-107.394,1,"El Sol de Sinaloa; MiMorelia",Subnational-National,"On 10 November 2024, in Culiacan Rosales, Sinaloa, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,9763,39763,57521,9763
MEX95634,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Sinaloa,Mazatlan,,Mazatlan,23.2003,-106.4222,1,"El Sol de Sinaloa",Subnational,"On 10 November 2024, in Mazatlan, Sinaloa, citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,21039,31681,142316,21039
MEX95641,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Sonora,Hermosillo,,Hermosillo,29.0749,-110.959,3,MiMorelia,National,"On 10 November 2024, in Sonora state (coded to Hermosillo), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,11379,44989,55735,11379
MEX95653,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Tabasco,Centro,,Villahermosa,17.9878,-92.9194,3,MiMorelia,National,"On 10 November 2024, in Tabasco state (coded to Villahermosa), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,15754,61980,151218,15754
MEX95663,"10 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Tamaulipas,Tampico,,Tampico,22.2161,-97.8584,1,"Hoy Tamaulipas",Subnational,"Around 10 November 2024 (as reported), in Tampico, Tamaulipas, no more than 25 citizens protested in front the 9th and 10th Courts of District against the judicial reform.",0,"crowd size=no more than 25",1731979391,5857,28448,44906,5857
MEX95667,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Tamaulipas,Victoria,,"Ciudad Victoria",23.7311,-99.1513,3,MiMorelia,National,"On 10 November 2024, in Tamaulipas state (coded to Ciudad Victoria), hundreds citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=hundreds",1731979391,12523,59551,254624,12523
MEX95668,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Tlaxcala,Tlaxcala,,"Tlaxcala de Xicohtencatl",19.3166,-98.2376,3,MiMorelia,National,"On 10 November 2024, in Tlaxcala state (coded to Tlaxcala de Xicohtencatl), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,9315,21749,24314,9315
MEX95677,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","FCN: National Civic Front",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Orizaba,,Orizaba,18.851,-97.0989,1,"Imagen del Golfo",Subnational,"On 10 November 2024, in Orizaba, Veracruz de Ignacio de la Llave, members of the National Civic Front marched from Alameda Central to Apolinar Castillo park to protest against the judicial reform.",0,"crowd size=no report",1731979391,21898,73421,105049,21898
MEX95684,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Judges (Mexico); Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,"Imagen del Golfo",Subnational,"On 10 November 2024, in Xalapa-Enriquez, Veracruz de Ignacio de la Llave, judges and employees of the Judiciary marched against the judicial reform.",0,"crowd size=no report",1731979391,26179,81248,190585,26179
MEX95685,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,"Imagen del Golfo; MiMorelia",Subnational-National,"On 10 November 2024, in Xalapa-Enriquez, Veracruz de Ignacio de la Llave, supporters of MORENA and the association 'Unidos Todos' gathered at Sebastian Lerdo de Tejada square in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,26179,81248,190585,26179
MEX95687,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Yucatan,Merida,,Merida,20.9672,-89.6244,3,MiMorelia,National,"On 10 November 2024, in Yucatan state (coded to Merida), citizens and supporters of MORENA gathered in favor of the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,11049,43731,263653,11049
MEX95691,"10 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","MORENA: National Regeneration Movement",Protesters,,,,"Protesters only",,484,"North America",Mexico,Zacatecas,Zacatecas,,Zacatecas,22.7761,-102.5718,1,MiMorelia,National,"On 10 November 2024, in Zacatecas, Zacatecas, citizens and supporters of MORENA gathered to support the judicial reform after the Supreme Court ratified it on 5 November.",0,"crowd size=no report",1731979391,19312,41936,92415,19312
MEX95401,"09 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Chiapas,Ocosingo,,Ocosingo,16.908,-92.0958,1,Milenio,National,"Around 9 November 2024 (as reported), in Ocosingo, Chiapas, over 3,000 people marched to the church of San Jacinto de Polonia to demand peace in the area.",0,"crowd size=over 3000",1731979389,12960,29433,36727,12960
MEX95450,"09 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,1,Mural,National,"On 9 November 2024, in Acapulco de Juarez, Guerrero, people affected by hurricane John blocked Costera Miguel Aleman avenue by La Diana boulevard to demand financial support.",0,"crowd size=no report",1731979390,6003,24485,53920,6003
MEX95554,"09 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,"Nuevo Leon",Monterrey,,Monterrey,25.6647,-100.311,1,"El Norte",Subnational,"On 9 November 2024, in Monterrey, Nuevo Leon, members of the Public Transportation Users Alliance blocked Juarez avenue, in front of Juarez market, to demand the cancellation of the rate increase.",0,"crowd size=no report",1731979390,13532,70781,221034,13532
MEX95666,"09 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","LGBTQ+ (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Tamaulipas,Victoria,,"Ciudad Victoria",23.7311,-99.1513,1,"Hoy Tamaulipas",Subnational,"Around 9 November 2024 (as reported), in Ciudad Victoria, Tamaulipas, LGBTQ+ activists of 'Tendremos Alas' association protested to demand a larger increase of members of the community in political parties and institutions.",0,"crowd size=no report",1731979391,12523,59551,254624,12523
