event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
MEX95693,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","LGBTQ+ (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Baja California",Ensenada,,"San Quintin",30.5626,-115.9433,1,"La Jornada",National,"Around 22 November 2024 (as reported), in San Quintin, Baja California, members of the LGBTQ+ community marched from the park in Ejido Nuevo Mexicali to the park in Ejido Lazaro Cardenas to honor transgender people who lost their lives to violence in the state and Mexico and to demand equality.",0,"crowd size=no report",1732580204,5047,5939,15168,5047
MEX95702,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Baja California",Tijuana,,Tijuana,32.5325,-117.019,1,"AFN - Tijuana; La Jornada",Subnational-National,"Around 22 November 2024 (as reported), in Tijuana, Baja California, unionized firefighters protested against the ISSSTECALI reform that would postpone their retirement age to 68 years.",0,"crowd size=no report",1732580204,8664,51062,54534,8664
MEX95707,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Campeche,Campeche,,"San Francisco de Campeche",19.8448,-90.5396,1,"Tribuna Campeche",Subnational,"Around 22 November 2024 (as reported), in San Francisco de Campeche, Campeche, owners of land expropriated by the Federal Government for the Mayan Train project protested in front of the project's offices to demand the payment of compensations.",0,"crowd size=no report",1732580204,11992,42048,234206,11992
MEX95778,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,2,"El Sol de Acapulco",Subnational,"Around 22 November 2024 (as reported), around Acapulco (coded to Acapulco de Juarez), Guerrero, residents of the towns of El Canton, Apalani, Huamuchitos, Barrio Nuevo de los Muertos, and Garrapatas occupied Papagayo I water distribution facilities and turned off the system for unknown reasons.",0,"crowd size=no report",1732580204,6003,24485,53920,6003
MEX95779,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Women (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,1,"El Sol de Acapulco",Subnational,"Around 22 November 2024 (as reported), in Acapulco de Juarez, Guerrero, the widows and children of two public servants who died on duty protested in front of the Government Palace to demand the payment of their life insurances and other benefits.",0,"crowd size=no report",1732580204,6003,24485,53920,6003
MEX95791,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Students (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Chilpancingo de los Bravo",,"Chilpancingo de los Bravo",17.5516,-99.5011,1,"La Jornada",National,"On 22 November 2024, in Chilpancingo de los Bravo, Guerrero, normalista students from Ayotzinapa protested at the Monument to the 43 against the reduction in the 2025 budget for rural normal schools.",0,"crowd size=no report",1732580205,12433,42798,23006,12433
MEX95795,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Hidalgo,"Pachuca de Soto",,"Pachuca de Soto",20.1224,-98.737,1,"La Silla Rota",National,"On 22 November 2024, in Pachuca de Soto, Hidalgo, at least 50 residents of Colonias Haciendas de Hidalgo, Carruaje, La Herradura, Las Torres, Esmeralda and Electricistas organized a human chain to block Santa Catarina boulevard, by Fraccionamiento Pitahayas, to protest against the construction of an immigration center in the area.",0,"crowd size=at least 50",1732580205,24351,55383,145362,24351
MEX95852,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Students (Mexico); Women (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Morelos,Cuernavaca,,Cuernavaca,18.9218,-99.2349,1,"Diario de Morelos",Subnational,"Around 22 November 2024 (as reported), in Cuernavaca, Morelos, students of the Faculty of Law and Social Sciences of the Autonomous University of Morelos (UAEM), and members of the University Students Movement and the association 'Girls against Institutional Violence' protested in front of the faculty to demand the dismissal of teachers accused of violence and harassment.",0,"crowd size=no report",1732580205,13677,28625,24545,13677
MEX95931,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Sinaloa,Mazatlan,,Mazatlan,23.2003,-106.4222,1,Riodoce,Subnational,"Around 22 November 2024 (as reported), in Mazatlan, Sinaloa, around 400 people who had been displaced from the south of the state due to security reasons attempted to enter the town hall to demand housing solutions. Police officers closed the doors and prevented them from entering the premises.",0,"crowd size=around 400",1732580206,21039,31681,142316,21039
MEX95949,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Health Workers (Mexico); Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Tamaulipas,"San Fernando",,"San Fernando",24.8487,-98.1596,1,"Hoy Tamaulipas",Subnational,"On 22 November 2024, in San Fernando, Tamaulipas, employees of the VII Health Jurisdiction and members of the National Union of Health Secretariat Workers (SNTSA) occupied the Management and Human Resources offices to demand outstanding payments.",0,"crowd size=no report",1732580206,3306,18194,28818,3306
MEX95964,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Teachers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,"Imagen del Golfo",Subnational,"On 22 November 2024, in Xalapa-Enriquez, Veracruz de Ignacio de la Llave, teachers from Coscomatepe protested in front of the State Congress to demand the intervention of the Secretariat of Education to solve unspecified labor disputes.",0,"crowd size=no report",1732580206,26179,81248,190585,26179
MEX95974,"22 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Students (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Zacatecas,Zacatecas,,Zacatecas,22.7761,-102.5718,1,"Pagina 24 Zacatecas",Subnational,"Around 22 November 2024 (as reported), in Zacatecas, Zacatecas, law students protested at the Autonomous University of Zacatecas to demand the dismissal of a teacher and the academic coordinator for suspectedly mistreat a student.",0,"crowd size=no report",1732580206,19312,41936,92415,19312
MEX95743,"21 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico",Cuauhtemoc,,"Ciudad de Mexico - Cuauhtemoc",19.4313,-99.1531,1,Milenio,National,"Around 21 November 2024 (as reported), in Ciudad de Mexico - Cuauhtemoc, around 80 mariachis protested on Garibaldi square and blocked Eje Central and Lazaro Cardenas roads to demand that the town hall supports the commemorations of the Day of the Musician.",0,"crowd size=around 80",1732580204,29748,143277,331432,29748
MEX95744,"21 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico",Cuauhtemoc,,"Ciudad de Mexico - Cuauhtemoc",19.4313,-99.1531,1,"El Norte",Subnational,"On 21 November 2024, in Ciudad de Mexico - Cuauhtemoc, around 80 people affected by hurricane John from the municipalities of San Marcos, Las Vigas, Copala, Cuautepec, Azoyu, Juchitan and Cuajinicuilapa protested in front of the National Palace to demand to be registered in a census and granted financial assistance.",0,"crowd size=around 80",1732580204,29748,143277,331432,29748
MEX95748,"21 November 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Women (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico",,,"Ciudad de Mexico",19.4285,-99.1277,1,"El Norte",Subnational,"Around 21 November 2024 (as reported), in Ciudad de Mexico, women rights activists linked to ten organizations (including GIRE, Ipas, Catholics for the Right to Decide, and Fondo Maria) protested to demand the decriminalization of abortion.",0,"crowd size=no report",1732580204,56666,107745,187452,56666
MEX95776,"21 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico); SUSPEG: Union of Public Workers of Guerrero State; Teachers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,1,"El Sol de Acapulco",Subnational,"On 21 November 2024, in Acapulco de Juarez, Guerrero, teachers of Section XIV of the Single Union of Public Servants of the State of Guerrero (SUSPEG) protested in front of the Tax Office 1 in Fraccionamiento Costa Azul to demand better labor and financial conditions.",0,"crowd size=no report",1732580204,6003,24485,53920,6003
MEX95790,"21 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Christian Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Chilpancingo de los Bravo",,"Chilpancingo de los Bravo",17.5516,-99.5011,1,"El Norte",Subnational,"On 21 November 2024, in Chilpancingo de los Bravo, Guerrero, over 100 members of the Church of the Lord (Christian group) prayed at the central square to ask for peace and that the state governor and the capital major 'do their job well'.",0,"crowd size=over 100",1732580205,12433,42798,23006,12433
MEX95793,"21 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Teachers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,Petatlan,,Petatlan,17.5382,-101.2746,1,"El Sol de Acapulco",Subnational,"On 21 November 2024, in Petatlan, Guerrero, teachers of the Technology University of Costa Grande linked to the National Union of Higher Education (SNES) blocked Acapulco-Zihuatanejo federal road to demand the dismissal of the chancellor and the woman academic secretariat due to a suspected misappropriation of funds. The protesters maintain an occupation of the university's premises since 19 November 2024 (coded separately).",0,"crowd size=no report",1732580205,4634,11724,13268,4634
MEX95810,"21 November 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Mexico)","Vigilante Group (Mexico)",Rioters,"Civilians (Mexico)",,Civilians,Rioters-Civilians,"Civilian targeting",484,"North America",Mexico,Mexico,"Almoloya de Juarez",,"Santiaguito Tlalcilalcali",19.3404,-99.7308,1,Milenio,National,"Around 21 November 2024 (as reported), in Santiaguito Tlalcilalcali, Mexico, residents of Almoloya de Juarez attempted to lynch a man on San Mateo street, and hit him for suspectedly abused a child. State police officers arrived at the scene and arrested him.",0,"crowd size=no report",1732580205,3224,7516,13288,7516
MEX95815,"21 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Mexico,"Ecatepec de Morelos",,"Ecatepec de Morelos",19.5991,-99.0492,1,"La Jornada",National,"On 21 November 2024, in Ecatepec de Morelos, Mexico, parents of students of Basilio Perez school used chains to block the accesses to the school, and then blocked traffic on Central avenue, in Colonia Sagitario 8, to demand the dismissal of the school's director due to his mistreatment of students.",0,"crowd size=no report",1732580205,11743,92301,417033,11743
MEX95930,"21 November 2024",2024,2,Demonstrations,Riots,"Violent demonstration","Rioters (Mexico)","Labor Group (Mexico)",Rioters,,,,"Rioters only",,484,"North America",Mexico,Sinaloa,Mazatlan,,Mazatlan,23.2003,-106.4222,1,Noroeste,Subnational,"Around 21 November 2024 (as reported), in Mazatlan, Sinaloa, surfers, vendors, and unspecified collectives tore down the fence at the access to El Camaron beach to demand free access to public beaches.",0,"crowd size=no report",1732580206,21039,31681,142316,31681
MEX95959,"21 November 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Mexico)","Vigilante Group (Mexico)",Rioters,"Civilians (Mexico)",,Civilians,Rioters-Civilians,"Civilian targeting",484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Veracruz,,Veracruz,19.1799,-96.1356,1,"La Silla Rota",National,"On 21 November 2024, in Veracruz, Veracruz de Ingacio de la Llave, residents of Fraccionamiento Albatros detained and tied a man who had tried to set fire to a house and had previously harassed women in the area. The residents handled the man to the authorities.",0,"crowd size=no report",1732580206,19750,66210,297640,66210
MEX95963,"21 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,"Imagen del Golfo",Subnational,"On 21 November 2024, in Xalapa-Enriquez, Veracruz de Ignacio de la Llave, members of the Association of Retirees and Pensioners of Issste in the State of Veracruz (Ajupiv) blocked Juan de la Luz Enriquez street, in front of the Government Palace, to demand outstanding payments.",0,"crowd size=no report",1732580206,26179,81248,190585,26179
MEX95966,"21 November 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Mexico)","Vigilante Group (Mexico)",Rioters,"Civilians (Mexico)","Women (Mexico)",Civilians,Rioters-Civilians,"Civilian targeting",484,"North America",Mexico,Yucatan,Motul,,Motul,21.0948,-89.2829,1,"Yucatan a la Mano",Subnational,"Around 21 November 2024 (as reported), in Motul, Yucatan, according to witnesses, residents detained two women and tied them to the exterior of their house on 3 and 26 streets, in Fraccionamiento Vivah. The women had suspectedly insulted and stoned the house of a woman resident. An alternative version indicates that residents also tied two underage daughters of the victims. Municipal police officers arrived at the scene and released the women.",0,"crowd size=no report",1732580206,12681,22431,28907,22431
MEX95706,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Students (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Campeche,Campeche,,"San Francisco de Campeche",19.8448,-90.5396,1,"Tribuna Campeche",Subnational,"On 20 November 2024, in San Francisco de Campeche, Campeche, students of the Autonomous University of Campeche protested at the entrance to the university against the exclusion of students in the election of the University Council.",0,"crowd size=no report",1732580204,11992,42048,234206,11992
MEX95724,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Farmers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Chihuahua,Chihuahua,,Chihuahua,28.6368,-106.0763,1,Tiempo,Subnational,"On 20 November 2024, in Chihuahua, Chihuahua, farmers protested and took over the Secretariat of Agriculture and Rural Development against the lack of payment and the failure to deliver support from the Production for Wellbeing program, which should grant 400 million pesos to farmers in Chihuahua.",0,"crowd size=no report",1732580204,28365,59702,254903,28365
MEX95736,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","PAN: National Action Party",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico","Benito Juarez",,"Ciudad de Mexico - Benito Juarez",19.372,-99.1579,1,"La Jornada",National,"On 20 November 2024, in Ciudad de Mexico - Benito Juarez, PAN party members including the national leader protested in support of the National Institute of Transparency, Access to Information and Protection of Personal Data (INAI) and against the government's attempts to undermine the institute.",0,"crowd size=no report",1732580204,45676,117876,305482,45676
MEX95740,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico",Cuauhtemoc,,"Ciudad de Mexico - Cuauhtemoc",19.4313,-99.1531,1,"La Jornada",National,"On 20 November 2024, in Ciudad de Mexico - Cuauhtemoc, popular organizations protested outside the Ministry of the Interior (SG) in Colonia Juarez to demand justice and the truth about the killing of Tzotzil priest in the past month in Chiapas (coded separately).",0,"crowd size=no report",1732580204,29748,143277,331432,29748
MEX95741,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","LGBTQ+ (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico",Cuauhtemoc,,"Ciudad de Mexico - Cuauhtemoc",19.4313,-99.1531,1,Milenio,National,"On 20 November 2024, in Ciudad de Mexico - Cuauhtemoc, members of the LGBTQ+ community protested at Alameda Central to demand justice for trans femicides within the framework of Trans Remembrance Day.",0,"crowd size=no report",1732580204,29748,143277,331432,29748
MEX95747,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico","Venustiano Carranza",,"Ciudad de Mexico - Venustiano Carranza",19.4193,-99.1137,1,"El Universal (Mexico)",National,"On 20 November 2024, in Ciudad de Mexico - Venustiano Carranza, hundreds of people protested and blocked the eight entrances to the Chamber of Deputies in San Lazaro to demand the Congress to promote reforms to reduce the work day to six hours and facilitate access to housing.",0,"crowd size=hundreds",1732580204,33610,102494,256368,33610
MEX95774,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico); Taxi/Bus Drivers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,1,"La Jornada",National,"On 20 November 2024, in Acapulco de Juarez, Guerrero, hundreds of tourism providers, merchants, and public transportation drivers protested in the Diamante area and outside the offices of the Tourist Promoter (Protur) to demand the government to provide attention to those affected by Hurricanes Joh and Otis as well as to pave and rehabilitate roads, among other.",0,"crowd size=hundreds",1732580204,6003,24485,53920,6003
MEX95782,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","FDG: Guerrero Democratic Front; Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Dos Arroyos",17.0214,-99.6489,1,"El Sol de Acapulco",Subnational,"On 20 November 2024, in Dos Arroyos, Guerrero, members of the Guerrero Democratic Front protested on the Autopista del Sol to demand the government to provide attention to those affected by Hurricanes Joh and Otis as well as to pave and rehabilitate roads, among other.",0,"crowd size=no report",1732580205,1951,1972,3947,1951
MEX95788,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","FDG: Guerrero Democratic Front; Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Guerrero,"Chilpancingo de los Bravo",,"Chilpancingo de los Bravo",17.5516,-99.5011,1,"24 Horas (Mexico); La Jornada",National,"On 20 November 2024, in Chilpancingo de los Bravos, Guerrero, members of the Guerrero Democratic Front demonstrated to demand authorities to provide solutions to problems related to flooding, lack of drinking water, environmental contingency, infrastructure, transportation and other issues.",0,"crowd size=no report",1732580205,12433,42798,23006,12433
MEX95826,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Mexico,Toluca,,"Toluca de Lerdo",19.2935,-99.6573,1,Milenio,National,"On 20 November 2024, in Toluca de Lerdo, Hidalgo, merchants protested against the construction of a bike lane after authorities implemented the construction weeks before the planned begin date, which obstructed roads for the sale of their goods.",0,"crowd size=no report",1732580205,23065,69063,130959,23065
MEX95827,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Mexico,Toluca,,"Toluca de Lerdo",19.2935,-99.6573,1,Milenio,National,"On 20 November 2024, in Toluca de Lerdo, Hidalgo, residents of San Mateo Otzacatipan protested and demanded solutions to the lack of drinking water in their neighborhoods.",0,"crowd size=no report",1732580205,23065,69063,130959,23065
MEX95840,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Michoacan de Ocampo",Patzcuaro,,Patzcuaro,19.5136,-101.6101,1,"El Universal (Mexico)",National,"On 20 November 2024, in Patzcuaro, Michoacan de Ocampo, family and friends as well as merchants and residents protested to demand peace in the city and to demand the location of missing persons. The protest took place after a man was kidnapped days earlier.",0,"crowd size=no report",1732580205,11896,37718,53010,11896
MEX95891,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Women (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Quintana Roo","Benito Juarez",,Cancun,21.1614,-86.8248,1,"La Jornada",National,"On 20 November 2024, in Cancun, Quintana Roo, a group of searching mothers and members of search collectives protested during the civic military to commemorate the Mexican revolution parade to demand justice and answers from authorities for missing persons and to denounce the lack of commitment from authorities who fail to attend scheduled meetings with affected families.",0,"crowd size=no report",1732580205,27434,77920,123706,27434
MEX95943,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Women (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Tamaulipas,Reynosa,,Reynosa,26.0924,-98.2781,1,"Hoy Tamaulipas",Subnational,"On 20 November 2024, in Reynosa, Tamaulipas, a group of searching mothers and members of search collectives protested during the civic military to commemorate the Mexican revolution parade to demand justice and answers from authorities for missing persons and to denounce the lack of commitment from authorities who fail to attend scheduled meetings with affected families.",0,"crowd size=no report",1732580206,7707,33412,146975,7707
MEX95950,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Tamaulipas,Tampico,,Tampico,22.2161,-97.8584,1,Milenio,National,"On 20 November 2024, in Tampico, Tamaulipas, families of missing fishermen protested to demand information on the location of those missing in a shipwreck.",0,"crowd size=no report",1732580206,5857,28448,44906,5857
MEX95961,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Teachers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,"Imagen del Golfo",Subnational,"On 20 November 2024, in Xalapa-Enriquez, Veracruz de Ignacio de la Llave, teachers affiliated with the Veracruz Teachers' Union (SMV) protested and staged a sit-in at the Telebachillerato Directorate to demand compliance with the change of assignment and the lack of benefits for six teachers.",0,"crowd size=no report",1732580206,26179,81248,190585,26179
MEX95973,"20 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Zacatecas,Zacatecas,,Zacatecas,22.7761,-102.5718,1,"El Universal (Mexico)",National,"On 20 November 2024, in Zacatecas, Zacatecas, pro-life supporters protested at the Congress of Zacatecas during the plenary session and blocked the entrance to the Congress against the decriminalization of abortion.",0,"crowd size=no report",1732580206,19312,41936,92415,19312
MEX95704,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Teachers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Baja California Sur","La Paz",,"La Paz",24.1487,-110.307,1,"Zeta Tijuana",National,"On 19 November 2024, in La Paz, Baja California, teachers and leaders of the Conalep Academic Workers Union in Baja California Sur (SINTACBCS) protested against workplace harassment and non-compliance with the collective agreement.",0,"crowd size=no report",1732580204,9395,56543,214968,9395
MEX95705,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Former Government of Mexico (2018-)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Campeche,Campeche,,"San Francisco de Campeche",19.8448,-90.5396,1,"Tribuna Campeche",Subnational,"On 19 November 2024, in San Francisco de Campeche, Campeche, former municipal workers protested to demand attention from local authorities to receive solutions to unresolved grievances and issues (the specific demands were not reported).",0,"crowd size=no report",1732580204,11992,42048,234206,11992
MEX95710,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)",,Protesters,,,,"Protesters only",,484,"North America",Mexico,Campeche,Carmen,,"Ciudad del Carmen",18.6378,-91.8365,1,"Tribuna Campeche",Subnational,"On 19 November 2024, in Ciudad del Carmen, Campeche, for a second consecutive day, residents protested and blocked the Chumpan-Adelaida highway claiming that the mayor imposed the new commissioners. This protest occurred amid the election of the municipal commissioners in Campeche state.",0,"crowd size=no report",1732580204,7742,31897,156708,7742
MEX95718,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","CIOAC-JDLD: Independent Central of Agricultural and Peasants Workers; Farmers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,Chiapas,"San Cristobal de las Casas",,"San Cristobal de las Casas",16.737,-92.6376,1,"La Jornada",National,"On 19 November 2024, in San Cristobal de las Casas, Chiapas, more than 2000 members of the CIOAC-JDLD protested to demand a solution to the agrarian conflict in Flores Magon and the eviction of residents by the community of Mitziton in 2018.",0,"crowd size=more than 2000",1732580204,13304,67371,150308,13304
MEX95719,"19 November 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Mexico)","Vigilante Group (Mexico)",Rioters,"Civilians (Mexico)","Labor Group (Mexico)",Civilians,Rioters-Civilians,"Civilian targeting",484,"North America",Mexico,Chiapas,"San Cristobal de las Casas",,"San Cristobal de las Casas",16.737,-92.6376,1,"MiMorelia; Tabasco Hoy",National,"On 19 November 2024, in San Cristobal de las Casas, Chiapas, parents of students of Sor Juana Ines de la Cruz school in Colonia Paraiso detained and tied the woman school treasurer and her husband to a pole for misappropriation of funds. Both were released the day after, after reaching an agreement to return the funds.",0,"crowd size=no report",1732580204,13304,67371,150308,67371
MEX95730,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Students (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico","Alvaro Obregon",,"Ciudad de Mexico - Alvaro Obregon",19.3908,-99.1954,1,Milenio,National,"On 19 November 2024, in Ciudad de Mexico - Alvaro Obregon, hooded students took over the high school of the Autonomous University of Mexico (UNAM) to denounce the lack of solutions to demands and complaints about cases of sexual harassment and abuse in Colonia Merced Gomez.",0,"crowd size=no report",1732580204,31403,91470,304392,31403
MEX95734,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Labor Group (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico","Benito Juarez",,"Ciudad de Mexico - Benito Juarez",19.372,-99.1579,1,"La Jornada",National,"On 19 November 2024, in Ciudad de Mexico - Benito Juarez, merchants of the Parque de los Venados protested and blocked the Eje 7 sur in Colonia Santa Cruz Atoyac to denounce the mayor who is accused of preventing merchants from working after more than 35 years in the sector.",0,"crowd size=no report",1732580204,45676,117876,305482,45676
MEX95735,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Farmers (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Ciudad de Mexico","Benito Juarez",,"Ciudad de Mexico - Benito Juarez",19.372,-99.1579,1,"La Jornada",National,"On 19 November 2024, in Ciudad de Mexico - Benito Juarez, Coalition of Urban and Rural Democratic Organizations (Coduc) protested at the Ministry of Agriculture and Social Development (Sader) to demand dialogue with authorities over budget cuts to agriculture and fishing activities and to demand solutions to delayed payments to producers, water shortages for crops, among other.",0,"crowd size=no report",1732580204,45676,117876,305482,45676
MEX95749,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mexico)","Farmers (Mexico); Labor Group (Mexico); Taxi/Bus Drivers (Mexico); UNTA: National Union of Agricultural Workers; Women (Mexico)",Protesters,,,,"Protesters only",,484,"North America",Mexico,"Coahuila de Zaragoza",Saltillo,,Saltillo,25.4217,-100.9997,1,"La Prensa de Monclova",Subnational,"On 19 November 2024, in Saltillo, Coahuila de Zaragoza, taxi drivers, drivers of online apps, feminist groups and members of the National Union of Agricultural Workers (UNTA) joined a caravan to demand justice for the sexual abuse suffered by an online app driver.",0,"crowd size=no report",1732580204,19943,64388,318451,19943
